Product,Subtitle,Price,Shipping_Cost,Shipping_Country,Rating,Bids,Bid_Time_Left,Product_Url
"Dell Latitude E5250 12.5"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B WAA",Refurbished · Dell · 256 GB,$214.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403129758161?hash=item5ddc67f1d1:g:OAIAAOSw3IphMrfK
"Memorie storiche dell'Australia, particolarmente della Missione Benedettina di..",Pre-Owned,$217.95,+$9.50 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/383587230796?_trkparms=ispr%3D1&hash=item594f94a44c:i:383587230796&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8Rs%252BQpL1z99i1HohZis8YzULWPlI4FlRRLJXebH8FYyegsdxROQcKtQLMpJXSKGdQ8t9SpTBi2XtZs9FSbqLBMMhj8QD3YXLOhEPUbHLxGo%252FUnSxOnMtEU3PVMMqZlqqn%252B7AVykesiHWIBwYNw5YJInh4Tyqpfz%252FKGML3qMNrQjlVzXYfBcPwWlkwEtlX3mWEKQ6NhRAM5ysLJDhA4MJpNTKoaePPSlYL2zEMjWrQVXSLQNIe%252FkgHJy5sDJ1iPC4%252FFuUVCnHIyA4Hq1gU3uNx4gIJ0uFNnCnyqQ0vcK8ed1g1ezoL9gAsJrJonm0hWeU2QgYFs4yUg0noTpUPhec6UIsvLUtu%252B12LjubYuz2u2YlYSPIjDOnRpcnod27JTLXRCLxRxiLOF989204F0NysyV2zkdbasdn62J9OHxMrVh%252BCaPCBEE0Td8%252Bx%252FkqmH47fyjPn%252BgGoXYze78yxgyG8jDewqHZmV4hGZ1cAyQ0noQlIK3qjDCBTzhNUHGDMze7Q%252B9tGSIUVyffz2cT%252BGIBAkfwiZQDL%252Bq%252BKoG6TvPDOUYryVe0uoSwbZ%252FcXIwkj8x1TqVpvOImf520dC35806eVbEDdk6JeTCeWTsgzZq%252BAu2XAb9jA870beAazTpTOlqAaA45VRk66Bq58OMtSBFDRaXw0OTQK%252Fs%252FF%252FYemspMGBMpmTlpN8fP8cYcHIYA15RHEFPOa%252FBATTEQfi%252FmQGlRMnEL4IDNjKWJ3j6vZ99a%252FzKnRpBjHXbMIe1mtqrtEA4cAX5W9z2By3%252FQNpenRKILb9nFz7Tbcu49c%252BTBfEmSySyyR%7Cclp%3A2334524%7Ctkp%3ABFBM2p3D5stf
1981The Moon By Night Paperback Book Madeleine LEngle Dell Publications,Pre-Owned,$5.33,+$13.00 ,United States,,,,https://www.ebay.com/itm/254303997101?epid=189653&_trkparms=ispr%3D1&hash=item3b35b30cad:g:4igAAOSw~BhbBaUH&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dravcHGuGHEtCHEASBI3%252FOF6J2SZWoYNWgD7p9ixras%252FK7%252BOILya5hVWrVgnJX3mMJMJwFYve999oxMtiKcRLZvuhIA6PWLOVTUtz5nyVn7FT2qXaxl4iVmdtmu6laWb8xQ8w0arYYGG%252FBd5RBTj2cSUQbTwly%252FC%252BRjCqdfY0EQweZHagGciyFjcPeRDUHqhaLVo41MHxLWoZs9R%252BRlvlIQSKMKw%252B6dGFxjBBaUpesZrm2Pg8jETx8eHZ%252BQrta6hFkRYDBYOHilBwp%252BzK%252Fr1cIhbi%252FA3dudoXi%252FpdglDv9Pjsin5doR9t3RJccwt2pD939e8%252FZnsIBrReACvaFcxKKGoqrFqEIfwWFsWBI%252FLyhdulhNZFsUuzmoji02gRoXUFIUgzHYFsnZ5YHANG%252BqHReo2M5fw3ENdnSclyZtp1jeUd2sCdYvi5UTMIHY1AsQO2qMP8ljta48drOWQV0WwFgDq%252FJmBYZ%252FkcTg3Do%252Fi3t1re9SFIH87ys2mcr2T%252BXQZhLIJa8Hv%252Bj%252FtyKD9sq29tRNWuPnMW%252BcNL1XKk8mY0lWKO40HetH7bVaDlkm2oex3Q%252FcmeX8NAYs33BRoovzhe8h3pZQ%252BmG7%252Bbk0IB9VBXHsbx52SUpzBJ7lFav68%252Bk%252BKC0DgB9FzDtYY8RnhFKU%252F1szOF4qtjlRk35jjzjFExVezYMw4rkPuTrKEno2Hn4%252BYYH6MqDnQBQRwM21lm9VCVIFFEbPKVF3keXpQ7Y9WU7ifvt5fF8r8%252Bp5GEctHcjvJNvD2cT8NXBEKhycp2q2XkRHgJn6T9yqiTvJ5%252Firzd3Vj%7Cclp%3A2334524%7Ctkp%3ABFBM3J3D5stf
1981The Moon By Night Paperback Book Madeleine LEngle Dell Publications,Pre-Owned,$5.33,+$13.00 ,United States,,,,https://www.ebay.com/itm/254303997101?epid=189653&_trkparms=ispr%3D1&hash=item3b35b30cad:g:4igAAOSw~BhbBaUH&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dravcHGuGHEtCHEASBI3%252FOF6J2SZWoYNWgD7p9ixras%252FK7%252BOILya5hVWrVgnJX3mMJMJwFYve999oxMtiKcRLZvuhIA6PWLOVTUtz5nyVn7FT2qXaxl4iVmdtmu6laWb8xQ8w0arYYGG%252FBd5RBTj2cSUQbTwly%252FC%252BRjCqdfY0EQweZHagGciyFjcPeRDUHqhaLVo41MHxLWoZs9R%252BRlvlIQSKMKw%252B6dGFxjBBaUpesZrm2Pg8jETx8eHZ%252BQrta6hFkRYDBYOHilBwp%252BzK%252Fr1cIhbi%252FA3dudoXi%252FpdglDv9PjBmgRbfx3gfKc0K3%252F3SSE2By5dBdJdYajvqWvSMkrtwP5zjEjac8PHhGgP8MFhJ7imHWnMr4HTbRaThGXToWj%252BR37%252BL3z%252BkMj%252F6dAF%252Bt0wm%252B%252BJCB11D3U5%252BXOoq9dWl7vJZBHOiCVFrVcvRPJ%252BemyQljgOI8G%252Ff4xNndT5%252FnQ6dCt%252Fr3OMMCuXFbnSGPRaU8aNvcdERd0hwq5%252FgbWLqjcvU9%252F201aDsQSCNBO3ylGT4B4tn2RcRjfLqTGzTmuouQ%252BCvv0he4braMZiXZt2YwsdDDhf6YjorD82%252F%252BvxjQL6d9Ti%252F060b1tA5a945dI%252F9pysdq%252BNJN56OR7sriziYsvRZytTRIZ%252F9K1fKLKu1ZnMu%252BTMRsIVjXXqdqDFLhOXtKLHxz9L%252BWZEvn5bl3sPCNYjKajo74L224MRsyW7Y5OuYNsoeS6rjZvWMoewbRUQYST1goASv5100m5sfT5EoKpakDtPCq9ffhHvIPTV2fNIlLVuFAkh2SYhMN6pLs3TBMR%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Zia by Scott O'Dell,by Scott O'Dell | PB | VeryGood,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/144316058189?epid=116019&_trkparms=ispr%3D1&hash=item2199e84a4d:g:C9wAAOSwLVdf~-gE&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYkhzQTkAU9aqaChLbI%252FAS5D0Ro4sjVIBYbK0T7AkJfdvxntbabfNnJLajLeMEpKeEt4DZpULGt4mLOC2ZX3SWLXwv7P%252BzyyagcBEVFu%252FYHU0UaS9rDHVdiNTHVGQ3NVxsO5yfZnDfZk6DSbGs6FDPCyDwlftZsQPz2pTWH9aCF4n65IWCPHiTtgpKOk4L2Z83liOBAxjrPt885cPTmjlbdRMf%252FUFDo0RRBp3CfdvrCYe9wLGlmjAwvqVXj53CKZXnclyaJXr%252FT6URWBCtS3O0YoMHINZVDXIli10RVzDMIvcC7Yh0jlvVfVdxnoP3tMyQxjwjv13UXDep8r2sJPIZnJJQPFkgDWuCF%252FocSo0BEQUaqy7tByVD63PtAB2KT7fjuX%252BBKaLUsPt6M%252F7sa%252BKp8UGnl7KQk3qK9Gg1GPRW3QimzCW6wNCagcHrkC6QnHFs3qOQslFS85ubai4m4qXRdrQ1ar%252FFHXUGZry76aJMB7jowCBd%252BkUs6V9CwFsIoaBcbVFjNTsC5YdszpusiS%252FJAWPDchKkek5YwhytT%252BCA5XEQZ4E28cezH3py3pOxe9%252BeOXJ4YEalAtgLWcSoBmoK%252F0%252B9kaTfaXBfhNOf%252BIfzKuIBVMfZp4LRGcvglP2amrc8YtbeWiaKyGLIeCMn2OpvY2mzKA633c%252FHAH9eQA5tiycSa%252BkkfVSXMeUn5EBvCWRU7JO3QCtc7iWAIgrTLBaouTExY1E36qCgZrcMLV%252FpuJZiDr2Zlg8M6eninSB8ANGx7FDVJtaiNJ6xk3O%252Fy2UjirDRnvEvBhM3JdFH0X%252BGOoVs%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
"Dell E5430 14"" Laptop 2.6GHz i5-3230M 8GB RAM (Grade C No Battery, Webcam)",Pre-Owned · Dell,$100.00,+$99.04 ,United States,5.0,,,https://www.ebay.com/itm/384410118042?epid=1373647594&_trkparms=ispr%3D1&hash=item5980a0e79a:g:jKoAAOSwyxVhTNbS&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RgbqFGe9UsZWJO9rpj6xvK21tMqg3Om0IB2SauEgD1l1jtijUeUgl3x%252F9WPcEX%252BDZ2VdF%252F3kunCR7vwRrVdESt7BTx12bbRh9O3BltZT6CHQvjUaOwN4WrwRJDSYPbTLS8HEKNbfwS%252Bl01TIdIuDFG7xwVNN2IEOYv7QOL%252F9xKzdFcMoLCGIlBIph7SmELQNyS0GlyqtZYfLuPEn3Nv5J9oRTszdCWUYk1wLv%252BWRSh0TwGkvyZriMfGCdKyw%252Ba0%252FgXb93k5oVRB25tnmgngaJHxbQ%252BwN9R2jQ43fLbHPNzPr1UNnG8YZlTKfp%252BMY9u0CcQnS3LeyvjT0zQAUx5W4g7oXm7gL7m%252Fdg85E8uLvzTt5eKkvePHmdIMH5J8ji%252FBG32WGTspE2l8vb3vTHHH1QkiioyEh5R2IfpgTYgoNVh7Tz06D4p%252Fzjph2uZGfHgQFjeE1%252BpTu0oUOTp7WEdYtkGcvLRLTusVfOC%252FD6FL73DdgWTldW8iA9Qu7fy3zSx%252FpFMQVEQ9SSNHVX%252FcmMDnuaWqvKxqWuUiOoLzhp%252FWGIooIkQ%252Fxi1QJP2AqzMtaVIZU5f18A3a9IGnr3TWPTVpdQ9eIy18JvYkyHTiK4CxMY12fOJGUB1UwtYl1VjybErT%252F%252FStp051PBN2NSInkgqPtXd%252FoHioUKU3KWspOEhoRZo%252FjO8NzcUUJujjRsm6H5bPsJzdTe7ArcSFiCKPQgo8TVBoza0WNJbFVP9hmVvpXezLWqn7gnffGv0MgB1MI5W3AnKwiyWo4gU0Gz3IC%252F6H8kkGx9RX8xNtAzvrCfAswb5vG%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
USA2 #3092 U/A GOLDEN REPLICA FDC Riverboat Sylvan Dell,,$4.50,+$2.75 ,United States,,,,https://www.ebay.com/itm/203352091252?_trkparms=ispr%3D1&hash=item2f58baaa74:g:QP8AAOSwzK5ge7FA&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSjVt3vLKCbov98Z19qhuwY2ty4avO2tF6J%252BFVB8XVBWA2lHN0Nrw0X3Ze5QBAhIsibRXSykwwfaQS6IeW%252F%252FpDMOE%252FNqJJPSyk4QevRnBuqRSqUQpgWXzw2idDAG8UpuB5RdgWWRwPSpkTNpsuJIodkQQ8dsECjNPMwFlIBsjj2UAKK1uhUWD%252BKth5WZffxhmA9iXnovWDOa1J%252B0kBeQ2103sa5tfjrG%252BK9YyfCzvwRiMu0taQq60mPAySxiy0I0wevXO57EqtPa6bwjQWQWupmDFIHRjkOEKuaiSSOMqJEbRgMZikO2o%252B8ri0c1pFzeTLN%252BizcUGxDjILY6XoE9k5613KPEevP2pmSmGWsr19Eb1DontyiJCsjiLsguUx6HwBIoPM4%252B8Eq%252ByJ%252Fss%252F85CEj3CCMoX%252BXCeHUSXAL5WW6Syt%252BWQTMYG9Ftb6hDHEsac%252BMI40C35xCkF6lWF%252B54YrbZAVzx3zQQJmnX7BuM9w4np%252Bn0RLy9axf6NXbxnQnT5djPc9z853sIeW9MmQZvuI0sdfSKLjzqEATs56YiWEPJhQaCyu3qQ8bB5wCo%252F9tUmiBmcpApO98XOHRKEMw1IIXYdM69OGnEF8Q9jC4HtoDcNyciAZ9babKLHG75oC%252FCdwHvVUCLeMHMg%252FCV%252FLHxyL%252BN60NTaHZF2Mw0xCD08BCrUmIPNbM5STVPFehMRO6Rw0TFdy7p7yEPQWfaUlXkaOXxkG0f45g0xU01KgOkMrEaMF69UwXLjw%252BkjLQGsaDg9sMJ%252B4Kt5lslsuAbbf5lvmW6dsjn2WjNadvw35D0cc8ZRK71H3tesTEMt90I7rVn%252FU%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
"Dell Latitude 6430U 14"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAA",Refurbished · Dell · 256 GB,$259.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203762481430?hash=item2f7130b916:g:1A8AAOSwPD9hw4TR
"Dell Latitude E5420 14"" Laptop Core i3 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAB",Refurbished · Dell · 256 GB,$299.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403369187294?hash=item5deaad57de:g:wPIAAOSw2sFhwir6
"Dell Latitude 7390 13.3"" Touch Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty",Refurbished · Dell · 256 GB,$414.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/402921611499?hash=item5dcfffe0eb:g:KT0AAOSwjFVgx-tO
"Dell Latitude 7390 13.3"" Touch Laptop Core i7 8GB 256GB SSD Win10 Home 1 Yr Wty",Refurbished · Dell · 256 GB,$509.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/403176814284?hash=item5ddf35f6cc:g:wBsAAOSwHBhhSJzA
Dell 5404 7404 5414 7414 7214 5424 5420 0160RP French Layout Backlit Keyboard,Refurbished,$27.99,+$57.20 ,United States,,,,https://www.ebay.com/itm/175028195785?hash=item28c07e51c9:g:pi0AAOSwMudbeA7W
FVX7C Dell 2TB 7.2K SAS 12Gb/s 2.5in Hard Drive Seagate ST2000NX0433 0FVX7C,Refurbished,$190.00,+$130.79 ,United States,5.0,,,https://www.ebay.com/itm/282654375422?epid=4027396748&hash=item41cf837dfe:g:9UoAAOSwL~ZgwGmN
USA5 #3092 MNH Riverboat Sylvan Dell,,$1.00,+$1.75 ,United States,,,,https://www.ebay.com/itm/203264997237?_trkparms=ispr%3D1&hash=item2f5389b775:g:olMAAOSw32BgFxPs&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSjVt3vLKCbov98Z19qhuwY2TmKLHIzE7ofavT25IEojxbg%252FqInkvYZXh7zCSjT1Jte0njsUs38geWlFfm8BBw5Pnc9%252F0pfg7jpXspPmDhSFwe3qAT82ksokLnCl1pMniIbqYFYozI3RANIDGgi1c0dm2CiIZVpRvZVpf%252FDFbR9LD0u9oVKVpPriM2pEkbnzfrDXKeMQmtmEs9rCbjgl%252BlyBgSEkawktZpmTGnJQcZFYYZ8h7TjSyLfuYfTJQFkncA0bIZmvOqayPdUIIsnfcIAIaAliHtItN4ItUVmsJdFiO86hD9eR3%252BKGBBH8zByf%252FXYrnC5JbcP8R0BNtkXn0lgAFRXpVZl%252B3iZUDFptyKQkmDN9mEvBdjP4AIhmTzZa%252F41nO%252BCcxrmyEdo42JESMo58NbBbMTvGFqCYa69%252BFK25HV7O4XWztf6viGfZewYLhE6lX0zXd3ka%252F3wzHKiftECliXLuEbXv6%252BvbPfQdg%252Fqe4ici9a0eD61st2SCrRUd6rLxvoLmu0qFQORjAUnq9oTwC%252Bq0MkuTaXkOcfHKbq13dF3Rt%252FL4NZwE9RpHxglWN7txS1BxGbutcNcIjG92gmk1R%252Fj1B0jW6KHALjBTzQYnkmNmgb%252BgHmYwd0voUOR4cOMULueOdne0Ck34mpek9Zt7T6XYxsUld6mWhW4W0l2XMa9bLH5mGXIKDgOzAHKrd3EcWzCBEG%252F7W4FcakvQ4D3I32m3FMB4jqCf1B2GxYCuJWPAEonmPouRjeInp1axAXYV9DJVrPnaw4bUTXvL%252FMOuU9JEVxnULfMt7r%252Bzfum1OmD9ZW6JhQh5JwySm9%252BMxt%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Bing Crosby Photo Album Dell Spotlight 1977 VG 010616DBE,Pre-Owned,$18.74,+$28.99 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/391362659527?_trkparms=ispr%3D1&hash=item5b1f0844c7:g:FVgAAOSwYIhWjT~Q&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSU8qUIAeVPdz29zRlje3LgzlwbPP6lRQU%252FzLNYzi2Fog7iGLoJu83d1rGJuaRbH4%252BU2bgmCQkNWC3GPEgSOhVKPYIFyoJ4kUJ1a%252BYRVIiPfQ6TKu5PcJLwsr8EOzFnkWmQzy%252FBIa9NVQqucR7aquIMmNToiKI3bBA%252FAUi8xXYJJrahIxzi5XO6gvJqjqTxtF1kXkoEVVo9f1jlH011VT1wWQqxddSYAKw3A5RL0BM9wWwfg8nTE07DMVjjxcgpdtN3AUnK4CrWHFcqSEI2aeALiBDobH%252FYy9Z8pGhIV%252BC5P9GYiYdkKRI%252FQxdeKIPcO6SMy5JzpOQPThO3znL%252FuJoe%252BpVgrWri5f0JhmZmq1ME7cqFeju0wME940JzI6WZvhy4coFxajP541JDLsS0ItO4eINjdqO7J7lWCwY%252Biny3VJulmGAhDXRsLVNxJ%252FgAxYNCicH4hhxDb4g6XHZvadpLWIJturFu9m3JZ3iFjQ1WsP6rzrf%252F5lSg9xr69PiVOH0F77Q4OQQXRdErGLulHs0kfNZitQY07WwNZI6MwmXH%252BkmZTeVYxhrKeT9PT%252F4sp6K2SlNo6D03IGCgJKa3CkGqYIowUwvvG46MrASFMHf6W0nQ%252BQMtHYQZXmoNNO7CkgXzJ0tdFxYLZ84njdmZNBy2Fs8uTY%252BDx3LjIpzbQXjlGYQQ2TPSmaBQYlWTRvJ98G4wZH9tKNR4X38zxiuODDAUeLgv8ievssjo%252F%252BoqsTJZ11zgao32iWlYUCsGTYuCbWbfHSRfdiN%252FYN0yJsirvZMdrN7v1TP3jmEB5ImjChgFWw5TE%252BoaRaH7A8MSS5ZbA3g%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
Zia by Scott O'Dell,by Scott O'Dell | PB | LikeNew,$4.09,+$6.75 ,United States,,,,https://www.ebay.com/itm/194352119712?epid=117524&_trkparms=ispr%3D1&hash=item2d4049ffa0:g:htMAAOSwuLJf~-Uh&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSd3M8ngECaRA0SmyU4KT%252Fnrva2Giftt2kNA6Lv%252BXSHmUrmGZdLiXAVjZp3VNL8Sv2xZO7hzexL6TbRussYIMAyORbOd0sQP3Tpqk4LXX9nPYaMojmC66OYzt9yL9GkjFFluTGviYcj9KgbO3sh9VhJ1KLYqICkUQ6AEjnxUKJ8MDubJKB2ZYQQ2rmjtwJBIXekyES6bfWhEPJU7jdq8kRVdZytamKt7GK8hKVcowSJe5fptSIwWjERDAFcT1YVO%252Bd%252B4i9aOu6n0hLDw2KB9nRKEYzxRYLIKLRqs644ChhNYr7RRYrNbyelhyU6ACz5UjyOEfnDfOf9wICOnjhzuOm%252FcGiDhoyMvwwxbQzcbiFOq1nLTYGd0KWaiosM0l1WqBDLTCnGzx9RAZsa5vr%252FQFOZ1DEUwSwyU6z3xYgV9vJxCj7DrcopwTJUifpNALtY7BvqD8bJz69W97C5bUlnVmgTzRZPfJNQ%252BzEFxkmQwNcS0NUFhU5LobivUOWirVoCV4MC6HBTLRGRoiqySxwbI2T9YBeAx04U1Ul8TU7YguMJ%252F6c97O7Ae4L4701LqcSvVfCfcFElMfafopPdeMoyFCNE%252F7TfrjnKnvjzyAvgOPMP3UJ7CBic3bIJ0safKxoBBRkKFezwVXrFpaHWBjvwPGyH1XI%252FwkslAJI7odmiZgUTZq3H7LvJDHhO9NXzqRX6PW%252FHx85o%252BhC03eZ%252B2uxNBbhFwWzLsmIFvK8XE79SDdqFP%252B8yxMIraLPg0lo8h9zyq7pHXCG3kIpFZD7NmLPv00WbSablXI8wOyg3ps%252Bm6336Py%252Bh6ESEbYl3HYAK5zaxzfG%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
"Dell Latitude 5590 15.6"" Laptop Core i5 8GB 256GB SSD Win 10 Home 1 Yr Wty B WCA",Refurbished · Dell · 256 GB,$439.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194279232017?hash=item2d3bf1d211:g:O28AAOSw5JhhEWw0
"Dell Latitude E7450 14"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAA",Refurbished · Dell · 256 GB,$288.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194223892961?hash=item2d38a569e1:g:DNYAAOSw2Sxg3fEx
"Dell Latitude E7250 12.5"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B",Refurbished · Dell · 256 GB,$274.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/402925654907?hash=item5dd03d937b:g:wmsAAOSw9s5gymUJ
"Dell Latitude E5430 14"" Laptop Core i7 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WAA",Refurbished · Dell · 256 GB,$354.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194274033812?hash=item2d3ba28094:g:fnEAAOSwKLphDWBV
192GB (12x16GB) DDR3 PC3-12800R ECC Reg Server Memory RAM Dell PowerEdge R710,Refurbished,$359.99,+$59.20 ,United States,,,,https://www.ebay.com/itm/185050227454?hash=item2b15da62fe:g:GscAAOSw3Y1hWyQc
DELL Dell PowerEdge M630 server NO HDD /NO RAM /NO CPU,Refurbished,$369.00,+$716.66 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/284609780858?hash=item4244109c7a:g:TSQAAOSwpVdh4lzp
Linea by Louis Dell'Olio Wrapover Pullover Blouse Pearl White Reg 10,New (Other) · Linea by Louis Dell'Olio,$1.49,+$12.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/403411346277?hash=item5ded30a365:g:X9UAAOSwm6Jh4iy6
"900GB 10K 2.5"" SAS SED Hard Drive Fits Dell Server R710 R720 R730 R610 R620 R630",Refurbished,$34.00,+$39.00 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/324698738536?epid=11036853813&hash=item4b998d8f68:g:DR8AAOSwNmdg3f1j
Linea by Louis Dell'Olio Women's Sz 8 V-Neck Jacket Black A389959,New (Other),$1.49,+$18.95 ,United States,Top Rated Seller,0 bids,6d 10h left,https://www.ebay.com/itm/363691287445?hash=item54adb0a395:g:e40AAOSwmOFh4iy9
"Dell Latitude E7470 14"" Laptop Core i5 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WBA",Refurbished · Dell · 256 GB,$434.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/203574454981?hash=item2f65fbaac5:g:05kAAOSwSaBhH9Rr
"Dell Latitude 7280 12.5"" Laptop Core i7 8GB 256GB SSD Win 10 Pro 1 Yr Wty B v.WC",Refurbished · Dell · 256 GB,$314.99,+$80.42 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/194496475489?hash=item2d48e4b161:g:4WoAAOSwQ6xhiZ2f
Il peccato dell'Angelo,New (Other),$28.60,+$9.50 ,United States,Top Rated Seller,,,https://www.ebay.com/itm/383588133444?_trkparms=ispr%3D1&hash=item594fa26a44:i:383588133444&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8Rn4YOWB0k%252FwZVZZqGIhSgVNH%252FMFimMcpZf%252FXxXHZYhkbUrzeKKe1b86%252BRiiwAMRD9XWgkrVFKLrUAJwlJx9Pq%252BaGOYZkG7LQGvBxIEzyaPQXbKzKyBXENcq%252B%252Bcu6a8zEfIgIm5%252FrrOrLLKIeq9CidcyGhaZ8KhmQDgfx%252F1ipDyDHOwu8b8kN5SnYDZMfBFv%252FqQa1rJnxbbk3U2JYxFUNi4zgTTfw0Zkiv01A%252F6Qfe2OYVOT8Vjc2LEeXhkk27A8I%252BMe9zEOOw%252FZRz26Ky5eXa23jK7VrEOfJ9%252BEm4501ZESv%252BjzJFjt7T1qWDenBm2sWFxhSNzeWSbnOwPn%252BPM7JGUKrLfBt%252FIh4ef4Mvk1ZGxGbcCJj8t6i1ovmTR4Vp%252FEWJgo3CvZv%252FlY0szKkdTS1IFOf6igJuOAd3N%252FBwGjQ6Prjrfomw9xievV16CW7Cg2qGgJnPRgu8dlwMHq%252B2ShDQXOWrIYkO5q%252B%252FMgbesSBZvV3lszX1Uf3Bz%252F8Oit1lAx3zdZhxIfBRlrjYKotCREV2ilBJ9JB8JPtxj6%252FSeucxDIU6OF7k8R6o2u7t0mOigBLz3kXh6%252F3FotX9zVrDGXnOzm4yRzEAop%252Bqm9CCo3iSdD2%252FDTDQI10ZsXLZQLp%252BcDS5tVWq%252FrEVPrYdGFuWSnw%252B6p%252FnKciVJyLqghddOxUqxja3Fb0nxbeBgnD%252F1N0QYlGNjmoSzQVljY6s6kZhR87IF5NMTbhttn%252BLSifyb%252Fvt9aCT9nPXw8QlaVEzZ1Q%252FLm5a3boFh2reYAPt2cYNgmPXutMXNaxE9zfl9Vtkl58RiSt%7Cclp%3A2334524%7Ctkp%3ABFBM5NXD5stf
